category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Kitchen,BrandA,30.5,2.9,2,213,59.85,892.37
Furniture,BrandE,40.81,2.8,4,522,96.45,1332.27
Apparel,BrandC,47.85,3.3,5,780,15.77,1025.18
Electronics,BrandC,4.68,3.9,2,946,85.01,1021.19
Furniture,BrandC,29.59,2.8,1,1804,32.05,844.23
Furniture,BrandE,43.19,3.8,3,1747,21.77,1226.14
Toys,BrandC,6.94,3.4,4,1887,36.22,1278.62
Electronics,BrandB,28.0,1.0,4,579,12.71,746.7
Furniture,BrandC,12.81,3.2,3,1874,54.91,1293.72
Toys,BrandD,34.34,1.6,3,1966,17.36,975.23
Furniture,BrandD,39.29,3.9,3,1712,82.92,1353.01
Electronics,BrandC,38.4,4.5,4,441,32.48,952.09
Furniture,BrandC,15.74,2.9,3,1069,89.75,1265.16
Kitchen,BrandB,41.11,4.3,0,1180,10.68,628.63
Kitchen,BrandE,31.84,3.7,5,1593,77.18,1670.34
Kitchen,BrandC,26.19,2.7,5,1981,71.57,1414.85
Kitchen,BrandA,47.17,3.0,2,741,92.08,1036.98
Apparel,BrandB,8.21,4.2,0,548,0.28,273.73
Furniture,BrandB,9.05,3.9,2,1235,50.02,1128.73
Furniture,BrandA,29.71,3.9,1,83,11.67,401.99
Furniture,BrandB,25.08,4.8,1,302,66.08,857.13
Furniture,BrandE,0.31,4.1,2,448,3.65,403.99
Toys,BrandD,41.94,2.0,4,29,80.1,973.58
Apparel,BrandC,18.48,3.5,1,174,12.95,508.3
Furniture,BrandC,45.08,4.4,5,1345,8.48,1204.55
Toys,BrandC,0.42,2.0,0,1702,97.11,841.56
Apparel,BrandD,10.93,3.0,5,914,41.79,1125.9
Toys,BrandC,0.12,4.9,1,210,49.23,679.27
Kitchen,BrandE,30.54,2.4,4,1540,78.34,1360.68
Kitchen,BrandC,2.03,2.1,4,366,86.43,966.47
Toys,BrandC,30.62,2.1,4,1016,47.83,1105.71
Furniture,BrandE,21.81,4.5,5,887,80.49,1335.49
Apparel,BrandB,27.4,3.0,2,606,41.28,744.61
Electronics,BrandE,27.04,4.7,1,1358,12.46,627.7
Toys,BrandC,20.03,3.8,2,655,46.9,717.58
Toys,BrandC,34.99,2.3,1,1000,90.04,891.87
Toys,BrandA,34.51,2.3,2,1326,55.15,985.67
Furniture,BrandC,46.41,1.5,3,1880,44.99,963.28
Toys,BrandE,47.93,3.3,0,1972,27.73,860.39
Electronics,BrandB,42.43,1.9,4,1500,39.87,1080.58
Kitchen,BrandD,33.25,4.2,0,1400,30.55,845.37
Kitchen,BrandA,17.91,2.3,5,1185,56.93,1092.76
Apparel,BrandC,22.78,3.0,2,1226,87.99,1153.56
Apparel,BrandA,42.89,1.2,0,170,10.89,222.87
Kitchen,BrandD,25.26,1.8,2,400,61.19,874.09
Electronics,BrandB,31.35,4.4,4,1601,21.59,1227.62
Electronics,BrandE,12.93,2.4,2,1181,12.83,795.09
Furniture,BrandC,9.22,3.1,0,1216,43.7,895.73
Kitchen,BrandE,43.93,1.5,1,460,52.7,561.94
Kitchen,BrandC,36.92,3.1,4,31,63.95,1060.73
Apparel,BrandD,5.58,4.8,5,1535,19.92,1076.99
Furniture,BrandE,23.18,4.1,5,1732,90.95,1480.58
Kitchen,BrandD,33.18,3.7,5,1897,84.45,1657.99
Apparel,BrandB,6.17,1.3,5,1935,78.93,1337.01
Apparel,BrandD,33.25,3.5,4,1801,45.23,1061.76
Apparel,BrandA,45.33,3.4,0,1167,99.36,1008.46
Apparel,BrandC,16.38,4.9,5,1267,59.0,1358.21
Electronics,BrandD,42.9,4.5,2,1522,53.96,1129.06
Toys,BrandA,46.28,1.6,5,1714,39.68,1172.3
Apparel,BrandE,12.49,4.0,2,1240,24.73,749.63
Electronics,BrandB,42.82,1.1,3,298,30.75,783.17
Toys,BrandD,31.42,4.0,3,269,99.63,1126.11
Electronics,BrandC,29.34,5.0,4,1360,91.22,1437.35
Toys,BrandE,6.62,4.9,5,88,52.22,1086.36
Electronics,BrandA,26.09,4.7,1,1883,33.05,943.07
Furniture,BrandA,41.41,4.5,5,415,2.63,988.52
Electronics,BrandD,9.26,2.8,5,1564,32.56,1106.28
Furniture,BrandB,29.65,4.9,2,1866,73.92,1379.07
Toys,BrandE,16.78,4.4,5,535,47.2,1092.52
Kitchen,BrandE,32.15,3.0,5,687,87.14,1188.15
Kitchen,BrandE,40.63,4.9,0,192,54.43,682.85
Apparel,BrandC,1.47,1.3,5,34,83.71,1023.55
Toys,BrandA,9.86,1.1,0,248,63.46,335.28
Electronics,BrandD,24.42,2.5,2,1693,38.73,1031.24
Apparel,BrandB,4.98,4.6,2,1716,35.05,1198.48
Electronics,BrandE,41.63,3.6,3,1415,36.3,1066.56
Kitchen,BrandD,14.88,4.7,0,610,33.95,651.16
Apparel,BrandC,30.82,4.8,1,387,43.58,552.46
Toys,BrandB,13.19,2.7,0,171,35.64,461.06
Toys,BrandA,23.58,3.3,4,324,9.77,799.31
Apparel,BrandA,37.45,3.3,4,199,44.84,893.85
Apparel,BrandE,25.8,1.7,3,208,18.29,579.68
Electronics,BrandD,47.89,2.6,3,993,80.24,1371.87
Electronics,BrandC,31.93,4.7,2,1795,48.66,1236.9
Toys,BrandD,30.72,4.9,5,1736,29.75,1344.34
Toys,BrandB,38.27,5.0,5,691,60.95,1380.6
Apparel,BrandD,20.89,4.1,3,66,14.63,530.71
Furniture,BrandA,29.24,1.6,2,288,81.61,784.28
Apparel,BrandE,13.75,1.4,4,119,34.17,667.09
Apparel,BrandC,37.63,3.3,3,1555,28.03,1043.37
Kitchen,BrandC,2.91,4.7,0,1872,73.49,939.9
Apparel,BrandB,15.02,1.5,1,1968,61.34,878.02
Kitchen,BrandE,44.34,2.6,5,1253,99.17,1565.59
Electronics,BrandE,18.34,2.3,4,1494,39.72,1019.6
Furniture,BrandE,18.66,4.0,1,346,82.35,699.46
Apparel,BrandE,19.36,3.4,0,1718,18.38,744.17
Electronics,BrandA,24.38,4.0,2,1833,48.22,832.27
Apparel,BrandD,25.47,4.0,5,1554,1.99,1033.58
Apparel,BrandD,2.36,2.8,2,1886,2.09,695.82
Electronics,BrandC,45.57,2.3,5,1712,81.3,1657.8
Apparel,BrandB,18.94,2.9,4,1499,8.58,876.63
Furniture,BrandE,26.96,3.7,2,1073,21.66,745.9
Apparel,BrandB,28.6,4.3,0,1825,27.23,773.42
Kitchen,BrandD,42.79,2.7,2,1934,9.19,895.86
Electronics,BrandC,24.09,1.8,1,1566,57.97,932.03
Kitchen,BrandC,45.36,2.4,3,479,79.1,1031.76
Furniture,BrandE,12.97,4.1,5,731,82.81,1348.15
Apparel,BrandE,49.09,1.6,2,542,41.95,726.09
Electronics,BrandE,30.36,3.9,2,1375,57.25,1192.36
Electronics,BrandD,26.6,4.9,4,862,77.22,1319.08
Kitchen,BrandD,49.43,3.9,4,389,90.33,1365.14
Furniture,BrandE,48.35,1.6,0,121,17.33,361.76
Kitchen,BrandA,11.25,1.5,2,576,69.02,606.29
Toys,BrandE,48.19,3.8,3,1227,67.85,1295.52
Furniture,BrandE,31.12,1.6,1,1012,36.76,764.39
Apparel,BrandD,26.46,1.6,1,266,47.53,390.25
Toys,BrandB,8.72,3.3,1,979,27.77,584.16
Kitchen,BrandB,6.97,2.2,5,1729,5.56,953.38
Kitchen,BrandB,36.68,4.2,2,535,98.41,1031.87
Furniture,BrandB,48.7,1.9,3,1913,88.52,1453.13
Furniture,BrandD,9.18,2.1,2,1686,96.35,1351.41
Kitchen,BrandA,4.97,4.8,2,1773,30.81,956.51
Electronics,BrandC,1.37,1.0,2,1301,19.65,623.34
Apparel,BrandB,48.47,3.2,1,184,44.27,652.21
Furniture,BrandC,6.01,4.2,4,542,44.49,948.3
Electronics,BrandE,8.49,5.0,2,1993,51.95,1191.15
Kitchen,BrandD,15.45,4.4,0,1072,89.72,806.49
Kitchen,BrandE,14.87,4.9,1,1093,48.02,750.2
Electronics,BrandD,1.99,2.8,4,1884,41.53,1111.3
Kitchen,BrandB,47.04,2.7,4,1327,75.03,1300.19
Apparel,BrandC,3.25,4.9,0,1,88.18,691.16
Electronics,BrandD,15.15,4.8,3,1357,51.61,1017.24
Apparel,BrandE,6.06,1.3,5,133,94.57,1235.57
Furniture,BrandA,25.7,3.9,3,942,73.88,1118.44
Toys,BrandB,4.81,3.1,3,424,38.94,692.56
Apparel,BrandE,28.35,4.8,1,1548,9.89,819.55
Toys,BrandC,7.25,2.9,5,1118,16.89,1115.3
Kitchen,BrandB,36.06,2.7,4,1421,66.22,1134.26
Apparel,BrandC,46.74,4.0,2,258,57.8,692.54
Apparel,BrandB,22.11,1.2,3,470,99.92,1101.21
Kitchen,BrandD,2.26,2.4,1,1833,27.82,716.05
Apparel,BrandE,43.72,2.5,2,1602,45.0,1049.62
Kitchen,BrandD,25.31,1.3,1,1756,22.25,698.86
Furniture,BrandC,6.2,1.7,3,1258,93.03,913.98
Electronics,BrandC,20.14,2.3,5,395,32.28,1019.44
Apparel,BrandD,21.48,3.3,1,661,80.54,892.9
Furniture,BrandD,46.63,2.5,1,1458,53.55,936.91
Electronics,BrandA,32.14,2.6,2,1459,6.93,754.58
Apparel,BrandD,24.34,3.7,1,1355,4.34,674.69
Furniture,BrandE,11.45,3.2,2,709,58.22,820.01
Apparel,BrandC,9.16,5.0,4,1622,12.44,1010.41
Electronics,BrandC,40.0,2.7,4,1466,25.39,1068.08
Apparel,BrandA,29.44,2.1,3,1008,99.62,1029.28
Kitchen,BrandD,17.0,1.8,4,1417,10.13,1101.79
Furniture,BrandB,26.1,1.7,2,923,76.73,845.68
Apparel,BrandA,21.65,3.2,2,1471,9.67,531.48
Kitchen,BrandE,47.18,3.9,1,1464,24.73,909.15
Electronics,BrandA,20.02,1.1,2,1686,12.11,763.36
Electronics,BrandE,32.97,1.5,4,992,36.12,1094.1
Kitchen,BrandB,40.84,1.3,2,1459,86.76,1180.83
Electronics,BrandE,34.63,2.7,1,1217,32.32,668.95
Kitchen,BrandD,15.57,3.3,1,1386,26.37,809.76
Electronics,BrandB,28.87,2.2,4,211,4.93,608.14
Toys,BrandE,20.16,2.2,2,1288,23.82,822.64
Toys,BrandB,27.3,2.5,1,1106,92.2,1017.91
Apparel,BrandC,19.99,2.9,5,19,78.12,1022.53
Electronics,BrandD,21.16,1.1,5,343,55.63,938.1
Toys,BrandC,49.32,1.7,4,1953,20.8,1046.63
Kitchen,BrandE,3.57,4.7,2,946,88.48,1157.31
Electronics,BrandD,35.92,3.8,2,321,31.52,563.92
Furniture,BrandB,1.99,1.8,0,1883,52.26,766.22
Kitchen,BrandA,1.51,4.2,2,936,86.76,887.67
Toys,BrandA,49.0,1.7,3,178,72.16,1054.46
Toys,BrandD,3.81,4.5,3,792,30.88,856.75
Toys,BrandE,37.75,3.7,3,1701,36.36,1170.02
Apparel,BrandD,31.06,4.9,3,570,53.4,1099.4
Apparel,BrandC,0.7,3.7,1,1251,20.92,670.01
Furniture,BrandA,7.45,1.3,2,1340,20.67,666.22
Furniture,BrandE,1.53,1.3,4,321,45.64,734.94
Kitchen,BrandB,23.71,2.9,0,1786,90.31,894.74
Furniture,BrandB,43.98,2.9,4,1180,57.57,1120.59
Kitchen,BrandE,6.48,1.9,2,1371,62.82,1093.16
Electronics,BrandA,11.19,3.2,0,929,76.71,848.1
Apparel,BrandA,12.59,3.4,5,1038,84.59,1357.37
Toys,BrandB,49.24,4.7,3,1709,92.62,1492.21
Kitchen,BrandE,32.76,4.9,2,981,63.31,1006.35
Furniture,BrandC,3.64,4.7,4,613,62.85,1011.93
Electronics,BrandB,19.91,2.1,4,556,67.18,1081.72
Furniture,BrandE,19.85,2.4,4,1721,59.85,1193.71
Toys,BrandA,33.38,4.6,1,1358,56.09,973.42
Electronics,BrandB,19.56,4.9,3,712,4.09,818.85
Furniture,BrandD,43.58,2.7,0,1294,58.97,666.47
Kitchen,BrandD,14.46,2.6,3,271,72.67,966.49
Furniture,BrandB,15.62,3.4,0,477,3.38,317.21
Apparel,BrandE,10.47,1.4,1,1419,35.91,826.42
Apparel,BrandA,25.46,2.0,4,198,97.13,1259.06
Electronics,BrandD,34.55,4.2,0,1833,68.03,1009.94
Apparel,BrandE,10.24,3.5,2,1187,51.6,991.65
Furniture,BrandB,36.83,1.7,2,1660,10.68,659.44
Toys,BrandB,28.91,1.7,2,61,13.01,309.2
Apparel,BrandE,24.85,3.6,0,1488,86.51,859.55
Kitchen,BrandA,34.17,4.4,1,22,16.5,556.76
Furniture,BrandB,47.31,3.7,5,309,8.02,848.38
Apparel,BrandB,45.26,3.9,4,1275,82.17,1450.23
Electronics,BrandA,8.97,4.7,2,93,29.31,778.18
Toys,BrandE,14.36,3.9,1,151,13.84,313.76
Toys,BrandB,8.93,1.6,0,670,85.86,620.1
Toys,BrandE,0.49,2.9,5,1763,95.57,1511.33
Toys,BrandE,49.08,2.5,5,206,94.94,1360.89
Kitchen,BrandB,47.87,4.6,3,355,31.74,910.16
Apparel,BrandE,34.23,1.3,4,1479,81.92,1152.5
Toys,BrandE,18.09,4.1,3,1947,24.73,1053.02
Kitchen,BrandA,2.8,4.6,4,3,14.42,757.26
Kitchen,BrandA,8.66,4.8,2,1787,80.81,1154.84
Toys,BrandA,2.82,4.0,2,972,37.44,1016.58
Toys,BrandC,19.33,1.3,2,526,15.77,545.63
Kitchen,BrandD,15.57,2.5,0,250,75.95,693.52
Kitchen,BrandA,18.55,4.0,0,1208,56.62,685.21
Electronics,BrandD,29.42,2.8,3,241,90.21,1077.21
Kitchen,BrandD,36.63,3.5,3,1228,94.84,1505.11
Electronics,BrandA,16.93,2.7,4,218,69.85,991.05
Furniture,BrandE,29.43,3.4,3,908,62.8,1145.99
Furniture,BrandC,20.86,3.2,2,1683,7.67,928.53
Electronics,BrandE,33.46,3.8,1,575,0.54,540.99
Furniture,BrandA,10.7,2.6,3,1334,19.8,757.46
Kitchen,BrandD,46.13,3.5,0,1636,48.01,785.81
Kitchen,BrandD,31.88,4.0,5,1271,45.67,1324.61
Toys,BrandC,19.93,3.2,2,890,93.78,1161.85
Apparel,BrandE,29.42,3.6,1,430,76.86,871.8
Toys,BrandB,45.09,4.3,1,895,22.32,821.65
Toys,BrandA,35.94,3.6,0,1913,22.25,872.0
Apparel,BrandD,0.77,3.1,2,917,46.02,635.61
Electronics,BrandD,39.43,3.9,5,3,15.32,892.14
Kitchen,BrandE,25.23,5.0,5,1615,13.91,1192.91
Apparel,BrandE,33.88,1.6,4,949,82.87,1072.12
Kitchen,BrandA,25.06,2.9,0,817,15.37,521.95
Electronics,BrandA,22.89,2.9,1,1055,69.99,780.75
Furniture,BrandB,46.09,4.0,3,1875,83.23,1298.5
Toys,BrandE,34.67,2.1,4,1102,41.86,1067.65
Toys,BrandC,4.62,2.7,4,159,84.34,837.85
Kitchen,BrandC,47.45,4.7,0,1419,85.67,916.91
Apparel,BrandD,33.97,1.9,0,816,44.59,574.83
Furniture,BrandC,38.98,2.4,4,629,68.15,1141.78
Kitchen,BrandB,20.81,3.7,5,1125,46.03,1206.49
Toys,BrandB,18.7,4.5,1,352,45.78,479.85
Kitchen,BrandC,40.06,1.7,3,290,64.65,829.0
Kitchen,BrandC,49.75,2.5,1,1791,88.96,1106.33
Toys,BrandA,28.14,4.1,3,428,58.9,958.19
Furniture,BrandD,24.39,1.8,3,592,94.06,1007.94
Kitchen,BrandA,19.71,2.7,3,401,1.58,552.85
Apparel,BrandB,4.05,2.0,3,1373,72.0,1079.46
Apparel,BrandD,39.46,1.8,2,73,30.5,459.08
Electronics,BrandB,4.05,2.5,4,536,81.23,1031.35
Electronics,BrandC,24.59,3.7,3,1760,90.02,1292.8
Electronics,BrandA,19.57,1.3,3,748,0.56,602.48
Apparel,BrandC,8.0,2.9,0,1032,1.77,440.98
Furniture,BrandD,8.74,1.1,4,1857,48.58,1109.84
Kitchen,BrandB,49.48,1.7,2,309,66.26,850.34
Apparel,BrandC,7.08,3.6,4,417,38.51,843.17
Electronics,BrandD,32.89,2.4,3,403,52.61,824.94
Electronics,BrandD,35.33,1.5,2,1690,9.87,764.16
Kitchen,BrandC,30.66,4.3,0,1681,78.58,897.57
Electronics,BrandD,42.67,4.2,3,184,32.06,803.52
Toys,BrandD,31.44,4.8,5,1233,48.52,1384.35
Furniture,BrandB,46.02,2.3,5,978,61.52,1236.4
Toys,BrandD,8.04,3.8,5,376,19.27,773.88
Apparel,BrandA,43.21,2.7,5,1476,95.25,1466.0
Kitchen,BrandD,39.08,3.1,2,476,70.09,982.48
Furniture,BrandC,28.23,3.8,3,1743,45.62,1233.42
Furniture,BrandE,32.65,3.2,0,1115,55.49,601.22
Toys,BrandB,40.32,1.8,3,851,59.1,871.78
Electronics,BrandC,4.32,3.2,5,1886,88.36,1531.94
Apparel,BrandE,9.31,3.6,5,1181,21.96,982.24
Electronics,BrandB,34.68,3.1,5,1558,17.74,1232.0
Furniture,BrandC,13.38,2.9,3,1916,33.68,1153.55
Electronics,BrandD,34.91,1.1,5,837,33.11,978.25
Apparel,BrandD,9.04,3.1,3,52,76.17,746.85
Furniture,BrandB,9.65,4.6,3,1170,39.43,1081.4
Electronics,BrandA,23.96,4.2,4,957,93.21,1318.01
Kitchen,BrandA,27.91,3.2,2,1552,65.58,1243.43
Electronics,BrandB,18.84,3.2,1,1052,54.52,884.05
Kitchen,BrandC,12.95,3.8,2,1261,73.91,872.16
Toys,BrandE,3.57,5.0,4,399,36.9,938.43
Apparel,BrandB,28.13,1.2,4,1939,21.26,1074.03
Kitchen,BrandB,22.68,2.8,0,1720,55.04,804.19
Apparel,BrandE,34.85,3.7,0,1159,84.04,1020.43
Toys,BrandC,39.23,2.8,4,188,67.52,1014.56
Electronics,BrandD,33.0,4.5,1,1959,19.81,1112.04
Electronics,BrandE,24.54,4.9,5,1046,35.02,1283.38
Kitchen,BrandA,44.73,3.1,3,1422,92.54,1303.6
Toys,BrandB,20.84,2.3,2,893,54.57,802.08
Electronics,BrandA,47.5,1.3,3,1904,49.55,1188.29
Furniture,BrandC,40.11,1.8,2,238,44.81,511.84
Toys,BrandA,49.03,4.8,2,1647,28.72,1047.03
Furniture,BrandA,24.47,2.2,4,1819,26.85,1022.73
Furniture,BrandC,12.65,2.1,3,1662,97.35,1450.75
Toys,BrandA,8.89,4.0,0,1689,19.96,779.17
Electronics,BrandA,7.94,3.6,2,1928,15.12,860.07
Toys,BrandC,45.5,3.1,4,32,38.55,907.33
Electronics,BrandE,30.06,4.7,5,1097,60.03,1319.58
Apparel,BrandC,25.17,1.2,0,1069,40.41,537.1
Furniture,BrandE,15.49,1.3,1,243,41.61,340.83
Kitchen,BrandC,15.1,2.3,3,1334,88.9,1182.85
Toys,BrandD,10.6,3.5,4,1692,3.27,990.03
Kitchen,BrandA,3.0,1.1,2,1183,13.85,639.5
Apparel,BrandB,34.32,3.8,4,1208,75.68,1185.04
Apparel,BrandD,41.96,1.4,4,1197,87.26,1304.61
Furniture,BrandD,20.07,1.9,4,1191,75.91,1288.42
Kitchen,BrandA,2.96,4.4,2,718,34.43,692.1
Apparel,BrandE,26.63,2.6,1,1661,42.98,767.85
Furniture,BrandC,8.09,2.8,2,639,61.94,879.61
Toys,BrandA,21.34,3.1,3,1439,18.38,779.74
Toys,BrandC,49.98,2.5,2,905,35.97,839.33
Kitchen,BrandE,1.72,1.5,2,309,97.4,802.59
Furniture,BrandD,48.45,3.3,0,270,79.01,623.21
Furniture,BrandE,49.83,3.7,4,633,98.17,1356.65
Furniture,BrandD,37.15,1.9,0,1583,82.2,827.5
Electronics,BrandD,1.75,3.0,4,1076,68.49,1161.56
Apparel,BrandA,46.85,1.3,5,1846,14.78,1150.17
Furniture,BrandC,25.27,2.3,4,1502,97.73,1458.83
Electronics,BrandD,16.38,1.1,3,1434,52.04,900.89
Electronics,BrandC,39.21,3.5,1,1319,64.95,947.87
Toys,BrandD,21.64,3.7,2,1599,37.76,907.19
Apparel,BrandD,44.91,3.3,5,1601,95.64,1532.61
Toys,BrandA,13.85,4.8,3,1197,35.63,882.81
Apparel,BrandA,15.54,2.1,0,1423,62.71,660.63
Toys,BrandC,6.56,3.5,4,1697,6.17,871.99
Electronics,BrandC,34.69,1.1,1,1623,50.57,750.72
Furniture,BrandA,49.4,3.2,5,1443,67.4,1277.57
Furniture,BrandD,37.59,4.5,4,1391,61.92,1263.82
Apparel,BrandA,28.78,3.6,2,183,80.52,1117.25
Furniture,BrandB,43.64,4.3,5,1725,81.07,1537.3
Toys,BrandB,48.27,2.0,2,1510,47.42,964.4
Toys,BrandB,21.74,3.6,3,1393,79.47,1349.69
Kitchen,BrandC,4.14,3.1,5,1711,37.92,1283.72
Kitchen,BrandE,1.2,2.1,5,1932,63.02,1285.52
Furniture,BrandD,47.96,5.0,1,1226,68.96,970.25
Apparel,BrandB,48.7,4.6,0,1762,86.9,1139.85
Electronics,BrandE,49.93,2.0,5,283,77.87,1202.53
Toys,BrandA,13.48,3.0,5,1439,89.72,1476.86
Kitchen,BrandA,24.63,4.8,4,1215,41.36,1108.37
Apparel,BrandD,49.8,4.1,1,1605,96.73,1308.44
Electronics,BrandE,5.45,1.5,1,94,88.18,593.86
Electronics,BrandB,38.25,3.4,1,1343,51.55,983.12
Apparel,BrandB,10.0,3.3,4,977,89.73,1084.2
Electronics,BrandD,1.39,2.2,3,381,79.21,1011.99
Kitchen,BrandD,6.8,1.3,4,576,6.31,560.91
Furniture,BrandA,12.33,2.6,1,1876,58.47,1013.32
Toys,BrandC,16.69,3.3,0,1169,22.53,475.16
Kitchen,BrandD,2.62,2.6,1,1303,28.4,647.1
Kitchen,BrandB,41.6,1.4,1,520,83.63,848.45
Toys,BrandC,4.04,1.8,1,1650,31.1,662.33
Furniture,BrandA,40.83,1.7,5,377,41.59,809.69
Furniture,BrandD,28.71,1.4,4,1639,25.65,1012.81
Electronics,BrandA,22.92,3.4,1,1723,90.16,1174.93
Electronics,BrandD,11.96,3.4,5,1553,23.89,960.34
Electronics,BrandB,42.55,2.7,4,1492,80.1,1299.9
Kitchen,BrandC,41.38,3.8,1,1721,80.05,1271.48
Electronics,BrandE,17.01,1.9,3,170,9.15,523.15
Furniture,BrandE,41.1,3.3,2,254,66.09,907.13
Apparel,BrandB,11.47,4.2,3,667,21.69,780.4
Kitchen,BrandA,44.49,1.6,0,58,62.87,540.77
Kitchen,BrandC,10.27,3.6,1,653,84.59,765.72
Apparel,BrandC,23.94,4.1,0,692,94.5,879.28
Kitchen,BrandD,32.19,1.9,1,478,64.75,597.68
Apparel,BrandD,38.14,4.8,1,757,96.63,1275.97
Kitchen,BrandA,2.16,3.9,2,178,35.16,916.83
Apparel,BrandE,27.69,1.1,0,1813,21.58,642.2
Apparel,BrandB,3.71,4.4,2,1804,19.58,778.98
Furniture,BrandC,46.6,4.0,2,1249,73.51,1112.72
Apparel,BrandB,32.4,3.6,1,1406,92.18,1246.19
Apparel,BrandD,3.06,3.5,1,1804,61.52,1010.95
Toys,BrandE,41.08,4.3,3,1596,72.58,1307.93
Kitchen,BrandA,19.53,3.5,5,261,90.92,1259.56
Kitchen,BrandD,29.67,2.3,0,1267,45.23,582.49
Electronics,BrandE,28.95,4.2,3,1007,75.31,1181.92
Apparel,BrandE,10.53,1.6,5,359,69.06,936.5
Apparel,BrandE,36.21,3.4,1,1329,49.41,900.33
Kitchen,BrandB,36.49,2.3,3,981,60.66,932.07
Electronics,BrandD,40.94,2.9,0,654,54.05,881.98
Furniture,BrandE,43.27,1.4,5,1009,82.07,1284.96
Apparel,BrandA,40.01,4.6,2,1117,1.25,819.05
Toys,BrandB,0.45,1.2,1,497,73.9,634.01
Kitchen,BrandA,46.73,3.1,0,1990,69.83,871.07
Electronics,BrandB,24.83,2.3,4,1335,39.84,967.73
Apparel,BrandE,48.11,4.1,4,1857,63.32,1426.22
Electronics,BrandB,13.74,2.0,1,1187,62.01,803.29
Toys,BrandC,36.82,2.3,0,1939,88.73,1183.28
Electronics,BrandB,49.12,4.7,0,1793,12.4,896.11
Kitchen,BrandD,39.69,4.0,4,1638,89.21,1493.41
Furniture,BrandE,1.42,2.0,1,1121,88.36,904.49
Furniture,BrandC,9.54,3.2,5,353,22.27,1054.61
Furniture,BrandE,37.29,3.3,1,1174,96.92,1116.67
Electronics,BrandA,15.14,3.6,1,1818,72.9,876.57
Apparel,BrandE,27.07,3.8,0,219,63.63,612.97
Apparel,BrandB,39.2,4.8,3,1823,77.56,1431.72
Apparel,BrandD,40.06,5.0,0,1058,86.03,964.38
Toys,BrandA,26.26,2.5,3,1734,38.25,1140.38
Apparel,BrandB,44.26,1.3,1,930,54.55,1043.95
Kitchen,BrandE,25.34,1.2,5,1975,38.27,1362.94
Electronics,BrandB,38.67,4.1,5,824,72.43,1202.96
Kitchen,BrandC,9.59,3.8,3,1947,82.95,1375.11
Furniture,BrandB,43.23,4.5,2,1418,23.95,1014.77
Kitchen,BrandB,26.14,4.5,2,1043,86.06,1106.65
Kitchen,BrandA,14.46,3.8,0,846,26.52,668.94
Kitchen,BrandC,21.29,2.3,0,141,69.93,578.36
Toys,BrandB,43.68,1.6,3,1190,37.06,1007.49
Electronics,BrandB,18.66,3.1,3,1578,71.53,1061.21
Apparel,BrandC,49.49,2.2,3,542,14.3,944.95
Kitchen,BrandC,46.94,4.1,5,852,9.66,1056.36
Furniture,BrandD,24.14,3.6,3,715,42.26,1023.19
Electronics,BrandB,34.88,4.3,5,1800,74.62,1436.23
Electronics,BrandC,25.43,3.4,3,21,69.31,872.04
Kitchen,BrandD,47.15,4.0,2,392,78.44,1075.6
Electronics,BrandE,42.97,4.3,1,1913,2.78,722.61
Electronics,BrandB,48.96,4.7,2,545,92.2,1054.02
Electronics,BrandC,40.12,3.0,3,1545,85.28,1256.96
Electronics,BrandD,25.49,3.9,2,543,1.83,634.13
Furniture,BrandB,42.94,2.2,3,1773,0.53,908.46
Furniture,BrandB,38.34,1.1,0,611,69.94,610.79
Furniture,BrandD,47.22,2.6,2,732,15.77,749.3
Apparel,BrandC,3.43,4.0,1,1285,6.1,631.97
Furniture,BrandD,39.02,4.8,3,560,88.72,1288.44
Apparel,BrandB,46.51,1.4,0,1953,1.15,594.89
Kitchen,BrandB,7.11,3.2,4,1,43.78,894.66
Electronics,BrandB,11.79,2.6,3,1866,42.53,1033.04
Furniture,BrandC,42.76,2.3,0,343,32.55,367.13
Kitchen,BrandD,5.73,2.3,4,1879,25.36,1005.77
Electronics,BrandE,44.3,3.8,5,341,35.51,1010.19
Kitchen,BrandB,5.34,1.4,5,1946,29.2,1260.71
Toys,BrandB,7.69,4.1,5,123,79.11,1293.8
Electronics,BrandE,40.02,4.8,4,1082,99.35,1448.92
Electronics,BrandC,36.24,4.4,5,1651,37.03,1405.35
Apparel,BrandE,9.66,4.9,3,1192,97.06,1375.0
Electronics,BrandD,11.51,1.1,5,875,13.98,893.62
Kitchen,BrandC,12.12,1.3,4,1844,98.52,1354.63
Toys,BrandD,43.22,2.2,2,1417,41.51,1097.77
Toys,BrandB,39.32,2.9,4,287,5.78,739.63
Furniture,BrandE,27.82,1.7,1,1997,93.48,1123.04
Furniture,BrandA,1.52,1.3,0,453,49.58,348.95
Kitchen,BrandB,27.31,1.0,2,1444,61.69,842.1
Furniture,BrandB,41.41,2.8,2,887,99.06,1201.74
Toys,BrandD,1.47,4.3,2,432,51.11,754.8
Toys,BrandB,25.97,1.7,0,1233,64.17,610.33
Apparel,BrandC,0.43,4.9,3,1712,74.87,1253.41
Electronics,BrandA,35.68,3.6,1,110,88.82,807.96
Electronics,BrandD,27.27,1.8,1,1980,2.72,615.36
Furniture,BrandE,7.82,3.5,5,1420,7.73,881.56
Kitchen,BrandD,43.43,3.5,1,580,86.13,877.28
